review_title,hotel_name,avg_rating,nationality,rating,review_text,year,month,season,residence_type,trip_type,traveller_type,stay_length,label
Great aparthotel in lovely De Haan,Apart! & Moment!,8.6,Belgium,10.0,"Modern renovated apartment, tasty breakfast included, proximity to beach, availability of free parking nearby.",2020,June,Summer,double,leisure trip,couple,2,1
Perfect in every way!,Shiny Nice studio at Ostend,9.3,Belgium,10.0,"Just so you know,  the beds are foldouts, so not very comfortabel.  ,

Perfect location, near beachwalk and grocery stores and bakery. Very helpfull and friendly host. The studio is very well equipped with all the comforts needed, eg towels, soaps, cooking utensils... but beyond that, we also received champagne and chocolats! Perfect !!",2019,October,Autumn,studio,leisure trip,people with friends,2,1
Fabulous,Hotel Bourgoensch Hof,8.4,United Kingdom,8.8,There are no comments available for this review,2018,August,Summer,other,leisure trip,couple,1,1
Good,NH Brussels EU Berlaymont,8.5,Italy,7.5,There are no comments available for this review,2018,October,Autumn,double,business trip,solo traveller,2,1
Very good value for money. A bit dated but charming house.,Résidence18,9.1,France,8.0,"Pity they serve no breakfast.Only Belgian TV channels. The facilities in the bathroom are a bit old.,

Very friendly owner. Small room to the garden but with all facilities. Water kettle, lamps where you need them. Very good price for Brussels. Room small but functional and even cosy. Nice guest lounge on ground floor.",2020,March,Spring,single,leisure trip,solo traveller,1,1
pleasure and comfort,Hotel Jan Brito - Small Elegant Hotels,8.5,Belgium,8.0,"nothing,

the welcome of the owners",2021,March,Spring,double,leisure trip,solo traveller,2,1
Exceptional,YOOMA Urban Lodge,8.6,Belgium,10.0,There are no comments available for this review,2018,November,Autumn,other,leisure trip,solo traveller,1,1
Short stop over,ibis Liège Centre Opéra,7.7,United Kingdom,10.0,"All was good, no complaints ,

Really central, lots of things to do and see. Loads of restaurants close at hand",2019,October,Autumn,double,leisure trip,couple,1,1
Disappointing,Relais de L'Empereur,8.8,United Kingdom,4.0,"Restaurant is open only friday and saturday leaving guest without a restaurant for miles.
Reception have attendees only 9am-5pm.,

Restaurant when open is really good.",2020,March,Spring,double,business trip,solo traveller,7,0
Fabulous,Begijnhof Hotel,8.3,Romania,8.8,"There is no door at the shower and no space at all in the room.,

The hotel has got a beautiful garden, it is clean, is located in a very quite area and it is close to the center.",2019,October,Autumn,twin,business trip,solo traveller,3,1
Good,The Plaza Hotel Antwerp,8.4,Kuwait,7.9,There are no comments available for this review,2019,April,Spring,double,leisure trip,couple,2,1
Superb,Hotel Castel,7.9,France,9.2,"Nothing,

A small family hotel facing Gent train station. Hotel looked just Ok  from the outside but it came up to be a nice surprise.   Father & son were extremely kind and helpful. Room was large and clean!",2019,August,Summer,twin,leisure trip,group,1,1
Very good,Chambres d'hôtes des Ardennes,8.0,Belgium,8.0,There are no comments available for this review,2021,January,Winter,triple,leisure trip,group,1,1
Very good,Marivaux Hotel,8.5,Azerbaijan,8.3,There are no comments available for this review,2019,February,Winter,double,leisure trip,couple,2,1
Exceptional,Zen Your Life,8.6,United Kingdom,10.0,"The room and bathroom was amazing. Breakfast was extra special made by Anne, the owner herself.A very sepacil tranquil place which I will definitely stay in again and can highly recommend.",2018,November,Autumn,double,business trip,solo traveller,1,1
"Nice stay, bad internet, great bathroom mirror",Jacques Brel Youth Hostel,8.0,North Macedonia,7.5,"Internet on the third floor was awful.
Card for entry fails frequently. Just stops working. ,

Great and big  bathroom in the room.
Full wall mirror, perfect for nude selfies in the bathroom.",2019,October,Autumn,dormitory,leisure trip,solo traveller,2,1
Great location and very good value.,Hotel Malleberg,9.0,Australia,10.0,"No refrigerator,

Great location close to major attractions and great breakfasts.",2019,April,Spring,double,leisure trip,couple,2,1
Nice place to stay close to Bruxelles city center,Dansaert Hotel,8.0,Italy,8.3,There are no comments available for this review,2019,October,Autumn,double,leisure trip,group,1,1
Fabulous,Hotel Lodewijk Van Male,7.5,United States,8.8,"Nothing,

Old world charm",2019,November,Autumn,double,leisure trip,couple,2,1
Exceptional,B&B N°5,9.5,Netherlands,10.0,Everything was perfect. This is the second 10 I give in 5 years of using booking.,2018,October,Autumn,double,leisure trip,couple,1,1
Superb,Hotel Banks,8.1,Netherlands,9.0,"great breakfast served at your table, drinks and bites at arrival. Was a nice welcome! Very friendly staff.",2019,September,Autumn,double,leisure trip,couple,1,1
Very good,Value Stay Brussels Expo Hotel,7.4,Germany,8.0,"20min walk to the metro, 10min walk to the bus.
You pass by the Atomium on the way to the Metro, so we did it daily instead of using the bus.",2019,December,Winter,twin,leisure trip,couple,4,1
Exceptional,Snuffel Hostel,8.8,United Kingdom,9.6,There are no comments available for this review,2019,January,Winter,dormitory,leisure trip,solo traveller,1,1
Exceptional,Résidence18,9.1,Czech Republic,10.0,"-,

- There is no guest kitchen, but the landlady handed out some cutlery, a plate and small bowl so I could prepare some food. She was also willing to heat my food. The kettle is in the room. - This is really a quiet place. - The staff is very nice and keen to solve any requirements.",2019,October,Autumn,double,business trip,solo traveller,2,1
Superb,Hotel Bourgoensch Hof,8.4,Greece,9.2,"Not a very good sound Insulation. ,

Excellent location, big, clean and very warm room.",2018,December,Winter,other,leisure trip,couple,4,1
Very good,pentahotel Leuven,8.4,Belgium,8.3,There are no comments available for this review,2019,August,Summer,double,leisure trip,couple,1,1
Superb,Haras de Baudemont,8.9,Italy,9.2,"Very nice place inside the nature..
Bio Breakfast , very big room and comfortable...",2018,September,Autumn,double,business trip,solo traveller,1,1
Very good,Steigenberger Wiltcher's,8.7,Netherlands,8.3,There are no comments available for this review,2019,March,Spring,other,business trip,group,2,1
Exceptional,Snuffel Hostel,8.8,United Kingdom,9.6,breakfast is very perfect!,2019,April,Spring,dormitory,leisure trip,solo traveller,1,1
Great townhouse in central Ypres,Queen Astrid,9.7,Australia,10.0,"Fantastic location, well equipped town house. Very clean and comfortable. Our host was very helpful in recommending restaurants, sites to visit etc. 
would thoroughly recommend it for two couples or a family looking to use Ypres as a base - and would return ourselves",2019,October,Autumn,house,leisure trip,people with friends,2,1
"It's ok just for one night, but we wouldn't come back",Hotel Côté Cour,7.2,Belgium,6.0,"When we arrived at the hotel, at around 6 p.m., we didn't find anyone welcoming us at the reception: there were only different keys on the table for different guests (to be honest, anyone could have entered the hotel and picked them up from the table because there was literally no one...). In fact, we picked up our key and at first we stepped on the wrong strairs, so we had to go search for our room (it would have been useful to know this information from the receptionist).When we entered the room and the bathroom, we could tell that they were clean: too bad that when we opened the toilet lid, there was some toilet paper in the WC (maybe it was a mistake, but it was disgusting to see it).The worst thing was that, after taking a shower, a smell of sewer came out of the shower (we did not feel at ease after this).The next morning my boyfriend kindly explained in French to the owners of the hotel (a young guy and a man) that we found strange not seeing anyone at the check-in, and they answered that it was our mistake because we said that we would have come in the morning (the check-in time is between 3-9 p.m., as shown on booking.com, so we thought it wouldn't have been a problem); anyway, the young guy was very nice with us and apologised, while the older one was not.We also kindly asked if it was possible to leave them the luggage for some time before leaving, and they said yes and that they would have been around all day, but when we came back to pick up the luggage no one was there.,

The hotel is in a very good position, it's exactly in the main square of Durbuy. The view is also very good, we could see the castle from our window. The room and the bathroom were clean and the breakfast was good, my boyfriend and I spent Easter in this hotel and we found different types of Easter eggs in the tray. It was very lovely!",2021,April,Spring,double,leisure trip,couple,1,0
Fabulous,Charlie Rockets Youth Hostel,7.3,United Kingdom,8.8,There are no comments available for this review,2019,October,Autumn,dormitory,leisure trip,people with friends,1,1
"Lovely city, & a fine hotel in a great location",Hotel Boterhuis,8.8,United Kingdom,7.5,"For us, and this may have only been associated with our room! As a couple, we always prefer a double bed rather than two singles pushed together! However, we did not request this during our booking so there is a good chance that they would honour this request should we have made it. Also, in our room the shower head seemed to be in the wrong place & soaked the floor. Neither was a massive problem for us & didn't dampen our enjoyment of the weekend break we had.,

Overall, the hotel was clean & in a great location for all the things we wanted to see in Bruges. The staff were courteous & helpful, whatever we asked of them they were happy to assist. The breakfast was tasty with enough choice & you can eat as much of the buffet as you wanted.",2019,April,Spring,double,leisure trip,couple,2,1
Lovely and warm place to stay at.,Juliette's,9.2,Australia,10.0,"Was all positive.,

Friendly owners. Easy access. Great brekkie. Owner dropped us at the train station when we left. Lovely people and the B & B had a great atmosphere. Recommended for a stay in Ypres.",2019,May,Spring,double,leisure trip,couple,1,1
Very good,Duplex,8.2,Ukraine,8.3,"Towels provided for extra charge. It’s inconvenient to pay deposit directly to the host to Belgium account.,

Clean and modern",2019,May,Spring,apartment,leisure trip,people with friends,1,1
